year,age,dead
2011,NA,134
2012,0,23629
2012,1,1627
2012,2,1079
2012,3,820
2012,4,692
2012,5,547
2012,6,446
2012,7,461
2012,8,427
2012,9,453
2012,10,440
2012,11,471
2012,12,510
2012,13,622
2012,14,823
2012,15,1088
2012,16,1459
2012,17,1839
2012,18,2672
2012,19,3016
2012,20,3409
2012,21,3795
2012,22,4095
2012,23,3839
2012,24,3970
2012,25,3957
2012,26,4127
2012,27,4115
2012,28,4284
2012,29,4509
2012,30,4586
2012,31,4694
2012,32,4666
2012,33,4828
2012,34,4825
2012,35,5011
2012,36,5172
2012,37,5404
2012,38,5622
2012,39,6163
2012,40,7009
2012,41,7924
2012,42,8437
2012,43,8906
2012,44,9514
2012,45,10436
2012,46,11833
2012,47,13724
2012,48,15563
2012,49,16923
2012,50,18901
2012,51,20891
2012,52,22318
2012,53,23538
2012,54,25336
2012,55,27447
2012,56,28607
2012,57,29739
2012,58,31089
2012,59,32096
2012,60,33235
2012,61,34291
2012,62,35562
2012,63,37540
2012,64,40000
2012,65,43332
2012,66,36941
2012,67,38210
2012,68,41710
2012,69,45297
2012,70,43873
2012,71,43899
2012,72,44604
2012,73,46022
2012,74,48458
2012,75,49471
2012,76,52228
2012,77,55335
2012,78,55289
2012,79,59613
2012,80,63071
2012,81,66712
2012,82,70743
2012,83,72321
2012,84,75645
2012,85,77107
2012,86,77501
2012,87,78394
2012,88,77411
2012,89,73849
2012,90,71900
2012,91,65335
2012,92,57024
2012,93,47598
2012,94,42416
2012,95,34396
2012,96,27640
2012,97,22038
2012,98,16723
2012,99,12012
2012,100,23963
2012,NA,147
2013,0,23440
2013,1,1657
2013,2,1015
2013,3,751
2013,4,645
2013,5,565
2013,6,501
2013,7,442
2013,8,455
2013,9,464
2013,10,426
2013,11,457
2013,12,556
2013,13,674
2013,14,800
2013,15,1046
2013,16,1353
2013,17,1840
2013,18,2384
2013,19,2857
2013,20,3272
2013,21,3681
2013,22,3909
2013,23,4092
2013,24,4052
2013,25,3963
2013,26,4156
2013,27,4290
2013,28,4293
2013,29,4354
2013,30,4607
2013,31,4723
2013,32,4822
2013,33,5064
2013,34,5191
2013,35,5261
2013,36,5279
2013,37,5442
2013,38,5739
2013,39,6100
2013,40,6742
2013,41,7454
2013,42,8666
2013,43,9219
2013,44,9671
2013,45,10346
2013,46,11586
2013,47,13111
2013,48,14808
2013,49,16982
2013,50,18589
2013,51,20534
2013,52,22221
2013,53,23975
2013,54,25572
2013,55,27573
2013,56,29471
2013,57,30563
2013,58,32235
2013,59,33139
2013,60,34448
2013,61,35541
2013,62,36704
2013,63,38167
2013,64,40286
2013,65,42834
2013,66,46718
2013,67,39259
2013,68,40999
2013,69,44699
2013,70,48719
2013,71,47166
2013,72,46689
2013,73,47625
2013,74,49721
2013,75,51510
2013,76,52797
2013,77,55857
2013,78,58553
2013,79,58597
2013,80,62727
2013,81,66288
2013,82,70458
2013,83,73284
2013,84,74942
2013,85,77990
2013,86,78487
2013,87,78724
2013,88,78244
2013,89,75813
2013,90,71379
2013,91,67102
2013,92,60918
2013,93,52360
2013,94,42428
2013,95,36053
2013,96,28479
2013,97,22371
2013,98,17439
2013,99,12422
2013,100,24989
2013,NA,132
2014,0,23215
2014,1,1456
2014,2,991
2014,3,741
2014,4,642
2014,5,533
2014,6,473
2014,7,461
2014,8,442
2014,9,448
2014,10,421
2014,11,468
2014,12,532
2014,13,680
2014,14,792
2014,15,1021
2014,16,1434
2014,17,1802
2014,18,2445
2014,19,2884
2014,20,3189
2014,21,3697
2014,22,4026
2014,23,4070
2014,24,4223
2014,25,4251
2014,26,4341
2014,27,4235
2014,28,4477
2014,29,4621
2014,30,4520
2014,31,4941
2014,32,5019
2014,33,5220
2014,34,5552
2014,35,5619
2014,36,5636
2014,37,5844
2014,38,5883
2014,39,6343
2014,40,6623
2014,41,7553
2014,42,8244
2014,43,9234
2014,44,10017
2014,45,10556
2014,46,11364
2014,47,12554
2014,48,14231
2014,49,16311
2014,50,18270
2014,51,20421
2014,52,21956
2014,53,24346
2014,54,25908
2014,55,28051
2014,56,29933
2014,57,31901
2014,58,32920
2014,59,34365
2014,60,35873
2014,61,37408
2014,62,38416
2014,63,39584
2014,64,40357
2014,65,42483
2014,66,45515
2014,67,49563
2014,68,41939
2014,69,43334
2014,70,47141
2014,71,51823
2014,72,49968
2014,73,49514
2014,74,50261
2014,75,52656
2014,76,54585
2014,77,55707
2014,78,58174
2014,79,60950
2014,80,61601
2014,81,65248
2014,82,68593
2014,83,71613
2014,84,75377
2014,85,75170
2014,86,77478
2014,87,78051
2014,88,76060
2014,89,74780
2014,90,71973
2014,91,66551
2014,92,61854
2014,93,54506
2014,94,45482
2014,95,35490
2014,96,30013
2014,97,22852
2014,98,17388
2014,99,12664
2014,100,25914
2014,NA,163
2015,0,23455
2015,1,1591
2015,2,1007
2015,3,778
2015,4,589
2015,5,543
2015,6,516
2015,7,448
2015,8,464
2015,9,431
2015,10,441
2015,11,464
2015,12,518
2015,13,685
2015,14,901
2015,15,1091
2015,16,1474
2015,17,1978
2015,18,2584
2015,19,3059
2015,20,3366
2015,21,3844
2015,22,4155
2015,23,4339
2015,24,4604
2015,25,4756
2015,26,4556
2015,27,4739
2015,28,4750
2015,29,5097
2015,30,5107
2015,31,5216
2015,32,5586
2015,33,5758
2015,34,5952
2015,35,6090
2015,36,6192
2015,37,6221
2015,38,6445
2015,39,6469
2015,40,6884
2015,41,7380
2015,42,8115
2015,43,8889
2015,44,10403
2015,45,11021
2015,46,11790
2015,47,12298
2015,48,13736
2015,49,15532
2015,50,17818
2015,51,20016
2015,52,21940
2015,53,24006
2015,54,26337
2015,55,28045
2015,56,30058
2015,57,32277
2015,58,33972
2015,59,35237
2015,60,36716
2015,61,38234
2015,62,39710
2015,63,41518
2015,64,42018
2015,65,43483
2015,66,45670
2015,67,48530
2015,68,52702
2015,69,45097
2015,70,46843
2015,71,50803
2015,72,55719
2015,73,53435
2015,74,52734
2015,75,54414
2015,76,56057
2015,77,58627
2015,78,59218
2015,79,62089
2015,80,65302
2015,81,65249
2015,82,69053
2015,83,72140
2015,84,75417
2015,85,77552
2015,86,77703
2015,87,80152
2015,88,79067
2015,89,76273
2015,90,74664
2015,91,69645
2015,92,63052
2015,93,57440
2015,94,48995
2015,95,40328
2015,96,30693
2015,97,24717
2015,98,18506
2015,99,13384
2015,100,27530
2015,NA,138
2016,0,23161
2016,1,1568
2016,2,1046
2016,3,791
2016,4,640
2016,5,546
2016,6,488
2016,7,511
2016,8,483
2016,9,462
2016,10,465
2016,11,506
2016,12,534
2016,13,645
2016,14,863
2016,15,1170
2016,16,1580
2016,17,2055
2016,18,2816
2016,19,3191
2016,20,3503
2016,21,4182
2016,22,4382
2016,23,4722
2016,24,4974
2016,25,5303
2016,26,5274
2016,27,5463
2016,28,5594
2016,29,5419
2016,30,5685
2016,31,5918
2016,32,6124
2016,33,6241
2016,34,6595
2016,35,6786
2016,36,7025
2016,37,7001
2016,38,7173
2016,39,7292
2016,40,7336
2016,41,7790
2016,42,8088
2016,43,9203
2016,44,10098
2016,45,11486
2016,46,12359
2016,47,12731
2016,48,13766
2016,49,15243
2016,50,17000
2016,51,19217
2016,52,21811
2016,53,23890
2016,54,26013
2016,55,28547
2016,56,30214
2016,57,32470
2016,58,34271
2016,59,36644
2016,60,37767
2016,61,39615
2016,62,41181
2016,63,42032
2016,64,43704
2016,65,44690
2016,66,45693
2016,67,48292
2016,68,51462
2016,69,56518
2016,70,47247
2016,71,49651
2016,72,53448
2016,73,58670
2016,74,56409
2016,75,56464
2016,76,56578
2016,77,59044
2016,78,60728
2016,79,62081
2016,80,64987
2016,81,67240
2016,82,67120
2016,83,69758
2016,84,72916
2016,85,75917
2016,86,77517
2016,87,77022
2016,88,77730
2016,89,76293
2016,90,72803
2016,91,69456
2016,92,63259
2016,93,55982
2016,94,49271
2016,95,41222
2016,96,32964
2016,97,24386
2016,98,19210
2016,99,13594
2016,100,27836
2016,NA,137
2017,0,22335
2017,1,1517
2017,2,992
2017,3,773
2017,4,598
2017,5,511
2017,6,455
2017,7,486
2017,8,454
2017,9,448
2017,10,494
2017,11,522
2017,12,601
2017,13,702
2017,14,898
2017,15,1219
2017,16,1681
2017,17,1962
2017,18,2762
2017,19,3262
2017,20,3537
2017,21,3892
2017,22,4202
2017,23,4594
2017,24,4914
2017,25,5264
2017,26,5515
2017,27,5812
2017,28,5915
2017,29,5770
2017,30,5819
2017,31,6160
2017,32,6460
2017,33,6619
2017,34,6881
2017,35,7046
2017,36,7269
2017,37,7582
2017,38,7350
2017,39,7654
2017,40,7972
2017,41,8001
2017,42,8513
2017,43,8900
2017,44,9509
2017,45,11010
2017,46,12543
2017,47,13533
2017,48,13891
2017,49,14721
2017,50,16425
2017,51,18497
2017,52,20726
2017,53,23291
2017,54,25505
2017,55,27960
2017,56,30256
2017,57,32705
2017,58,34408
2017,59,36769
2017,60,39052
2017,61,40211
2017,62,41855
2017,63,43813
2017,64,44977
2017,65,46147
2017,66,46866
2017,67,48644
2017,68,51393
2017,69,55037
2017,70,60062
2017,71,50657
2017,72,52985
2017,73,57047
2017,74,62772
2017,75,59741
2017,76,59324
2017,77,60470
2017,78,62698
2017,79,65265
2017,80,66019
2017,81,68230
2017,82,71274
2017,83,70855
2017,84,73883
2017,85,75641
2017,86,78206
2017,87,79435
2017,88,77750
2017,89,77089
2017,90,75009
2017,91,69853
2017,92,65853
2017,93,58165
2017,94,50563
2017,95,43790
2017,96,35406
2017,97,27381
2017,98,19680
2017,99,14851
2017,100,29363
2017,NA,129
2018,0,21467
2018,1,1448
2018,2,1047
2018,3,745
2018,4,590
2018,5,524
2018,6,460
2018,7,419
2018,8,457
2018,9,470
2018,10,471
2018,11,494
2018,12,589
2018,13,676
2018,14,890
2018,15,1186
2018,16,1493
2018,17,2028
2018,18,2701
2018,19,2972
2018,20,3273
2018,21,3721
2018,22,3960
2018,23,4252
2018,24,4568
2018,25,4844
2018,26,5230
2018,27,5699
2018,28,5829
2018,29,5859
2018,30,6100
2018,31,5959
2018,32,6299
2018,33,6478
2018,34,6547
2018,35,7090
2018,36,7205
2018,37,7463
2018,38,7835
2018,39,8024
2018,40,7907
2018,41,8185
2018,42,8293
2018,43,8902
2018,44,9476
2018,45,10509
2018,46,11925
2018,47,13249
2018,48,14182
2018,49,15008
2018,50,15823
2018,51,17543
2018,52,19504
2018,53,22113
2018,54,24981
2018,55,27310
2018,56,29857
2018,57,32543
2018,58,34611
2018,59,36642
2018,60,38701
2018,61,41292
2018,62,42834
2018,63,45095
2018,64,45951
2018,65,47257
2018,66,48642
2018,67,49857
2018,68,51107
2018,69,54383
2018,70,58141
2018,71,63825
2018,72,53943
2018,73,56033
2018,74,60590
2018,75,66524
2018,76,63365
2018,77,63017
2018,78,63188
2018,79,65651
2018,80,67987
2018,81,68584
2018,82,71290
2018,83,73173
2018,84,72426
2018,85,75023
2018,86,76643
2018,87,77989
2018,88,79099
2018,89,76362
2018,90,74794
2018,91,70835
2018,92,64200
2018,93,58805
2018,94,51435
2018,95,43573
2018,96,36338
2018,97,28908
2018,98,21307
2018,99,14720
2018,100,30249
2018,NA,144
2019,0,20921
2019,1,1474
2019,2,916
2019,3,710
2019,4,576
2019,5,536
2019,6,490
2019,7,439
2019,8,435
2019,9,433
2019,10,480
2019,11,536
2019,12,601
2019,13,687
2019,14,860
2019,15,1137
2019,16,1485
2019,17,1886
2019,18,2732
2019,19,3018
2019,20,3313
2019,21,3821
2019,22,3882
2019,23,4146
2019,24,4351
2019,25,4752
2019,26,5086
2019,27,5383
2019,28,5757
2019,29,5991
2019,30,6183
2019,31,6225
2019,32,6263
2019,33,6683
2019,34,6855
2019,35,6998
2019,36,7326
2019,37,7692
2019,38,8177
2019,39,8445
2019,40,8639
2019,41,8456
2019,42,8791
2019,43,8928
2019,44,9534
2019,45,10170
2019,46,11198
2019,47,12579
2019,48,14385
2019,49,15407
2019,50,16151
2019,51,17198
2019,52,18788
2019,53,20593
2019,54,23924
2019,55,26793
2019,56,28966
2019,57,31658
2019,58,34347
2019,59,36689
2019,60,38690
2019,61,41522
2019,62,43975
2019,63,45361
2019,64,46936
2019,65,48159
2019,66,49560
2019,67,50719
2019,68,52212
2019,69,53762
2019,70,57343
2019,71,61396
2019,72,67130
2019,73,56853
2019,74,58425
2019,75,63147
2019,76,69019
2019,77,65894
2019,78,65124
2019,79,66309
2019,80,68349
2019,81,70621
2019,82,71124
2019,83,73524
2019,84,74916
2019,85,73207
2019,86,75293
2019,87,76921
2019,88,76891
2019,89,76604
2019,90,72782
2019,91,69883
2019,92,64861
2019,93,58116
2019,94,51841
2019,95,43876
2019,96,36034
2019,97,28978
2019,98,22195
2019,99,15533
2019,100,30731
2019,NA,147
2020,0,19582
2020,1,1364
2020,2,889
2020,3,725
2020,4,551
2020,5,516
2020,6,450
2020,7,441
2020,8,405
2020,9,398
2020,10,456
2020,11,526
2020,12,617
2020,13,800
2020,14,1014
2020,15,1332
2020,16,1793
2020,17,2229
2020,18,3159
2020,19,3765
2020,20,3983
2020,21,4576
2020,22,4685
2020,23,5032
2020,24,5262
2020,25,5706
2020,26,5962
2020,27,6533
2020,28,6970
2020,29,7525
2020,30,7906
2020,31,7944
2020,32,8049
2020,33,8345
2020,34,8546
2020,35,8785
2020,36,9051
2020,37,9771
2020,38,9872
2020,39,10602
2020,40,10945
2020,41,11118
2020,42,10991
2020,43,11538
2020,44,11817
2020,45,12743
2020,46,13429
2020,47,14763
2020,48,16683
2020,49,18813
2020,50,20160
2020,51,20976
2020,52,22399
2020,53,24222
2020,54,26954
2020,55,30507
2020,56,33814
2020,57,36561
2020,58,39240
2020,59,43106
2020,60,46304
2020,61,48871
2020,62,51325
2020,63,54811
2020,64,56010
2020,65,58027
2020,66,59907
2020,67,61164
2020,68,62889
2020,69,64401
2020,70,67279
2020,71,71049
2020,72,76103
2020,73,82553
2020,74,71135
2020,75,72225
2020,76,78100
2020,77,85310
2020,78,82048
2020,79,80508
2020,80,81661
2020,81,83337
2020,82,85630
2020,83,85649
2020,84,87616
2020,85,89658
2020,86,86428
2020,87,87456
2020,88,88017
2020,89,87692
2020,90,85205
2020,91,79355
2020,92,74460
2020,93,67957
2020,94,58709
2020,95,50701
2020,96,42141
2020,97,33368
2020,98,25839
2020,99,19187
2020,100,36632
2020,NA,116
2021,0,19920
2021,1,1490
2021,2,960
2021,3,737
2021,4,629
2021,5,540
2021,6,517
2021,7,470
2021,8,437
2021,9,442
2021,10,494
2021,11,523
2021,12,603
2021,13,855
2021,14,1094
2021,15,1405
2021,16,1944
2021,17,2594
2021,18,3471
2021,19,3993
2021,20,4263
2021,21,4778
2021,22,5066
2021,23,5212
2021,24,5581
2021,25,6028
2021,26,6477
2021,27,6961
2021,28,7525
2021,29,8204
2021,30,8746
2021,31,9187
2021,32,9477
2021,33,9727
2021,34,9942
2021,35,10459
2021,36,10777
2021,37,10989
2021,38,11785
2021,39,12393
2021,40,12868
2021,41,13430
2021,42,13741
2021,43,14013
2021,44,14484
2021,45,14688
2021,46,16035
2021,47,16611
2021,48,18350
2021,49,20460
2021,50,23482
2021,51,24506
2021,52,25787
2021,53,26940
2021,54,29178
2021,55,32093
2021,56,36286
2021,57,39713
2021,58,43036
2021,59,46480
2021,60,50028
2021,61,53114
2021,62,56107
2021,63,59156
2021,64,62158
2021,65,63017
2021,66,64542
2021,67,66260
2021,68,67828
2021,69,69337
2021,70,71438
2021,71,73244
2021,72,76986
2021,73,82282
2021,74,89332
2021,75,75408
2021,76,76850
2021,77,82078
2021,78,89267
2021,79,85264
2021,80,83293
2021,81,83194
2021,82,84204
2021,83,85763
2021,84,84332
2021,85,85402
2021,86,85647
2021,87,82347
2021,88,81399
2021,89,80105
2021,90,78350
2021,91,74304
2021,92,67808
2021,93,61964
2021,94,54499
2021,95,46243
2021,96,38138
2021,97,30531
2021,98,23085
2021,99,17462
2021,100,33496
2021,NA,93
2022,0,20553
2022,1,1614
2022,2,1055
2022,3,841
2022,4,646
2022,5,624
2022,6,532
2022,7,461
2022,8,486
2022,9,464
2022,10,486
2022,11,556
2022,12,654
2022,13,827
2022,14,1149
2022,15,1460
2022,16,1916
2022,17,2547
2022,18,3231
2022,19,3591
2022,20,3891
2022,21,4261
2022,22,4534
2022,23,4797
2022,24,5004
2022,25,5391
2022,26,5747
2022,27,6190
2022,28,6588
2022,29,7379
2022,30,7792
2022,31,8270
2022,32,8849
2022,33,9092
2022,34,9071
2022,35,9127
2022,36,9818
2022,37,10185
2022,38,10270
2022,39,11072
2022,40,11516
2022,41,11991
2022,42,12296
2022,43,12466
2022,44,12864
2022,45,13171
2022,46,13345
2022,47,14614
2022,48,15299
2022,49,16714
2022,50,18716
2022,51,21026
2022,52,22443
2022,53,23236
2022,54,24720
2022,55,27228
2022,56,29685
2022,57,33518
2022,58,37386
2022,59,40506
2022,60,43815
2022,61,46885
2022,62,49887
2022,63,52752
2022,64,55879
2022,65,58249
2022,66,59347
2022,67,60884
2022,68,62938
2022,69,64747
2022,70,67115
2022,71,68652
2022,72,70842
2022,73,75165
2022,74,80642
2022,75,87880
2022,76,74108
2022,77,75870
2022,78,81796
2022,79,87938
2022,80,84514
2022,81,82208
2022,82,81883
2022,83,83785
2022,84,84921
2022,85,83686
2022,86,83718
2022,87,83379
2022,88,79540
2022,89,78111
2022,90,76144
2022,91,72656
2022,92,68165
2022,93,60645
2022,94,54406
2022,95,46760
2022,96,38216
2022,97,30879
2022,98,23967
2022,99,17574
2022,100,35445
2022,NA,103
2023,0,20145
2023,1,1591
2023,2,1046
2023,3,802
2023,4,620
2023,5,606
2023,6,498
2023,7,470
2023,8,457
2023,9,471
2023,10,455
2023,11,535
2023,12,603
2023,13,813
2023,14,1097
2023,15,1547
2023,16,2042
2023,17,2497
2023,18,3165
2023,19,3526
2023,20,3631
2023,21,3977
2023,22,4257
2023,23,4413
2023,24,4656
2023,25,4866
2023,26,5124
2023,27,5500
2023,28,5939
2023,29,6346
2023,30,6973
2023,31,7556
2023,32,8025
2023,33,8548
2023,34,8572
2023,35,8826
2023,36,8825
2023,37,9513
2023,38,9775
2023,39,10044
2023,40,10873
2023,41,11152
2023,42,11667
2023,43,12168
2023,44,12493
2023,45,12637
2023,46,12939
2023,47,13098
2023,48,13779
2023,49,14818
2023,50,16013
2023,51,18102
2023,52,20470
2023,53,22033
2023,54,22884
2023,55,24035
2023,56,26146
2023,57,29499
2023,58,32802
2023,59,36118
2023,60,39474
2023,61,42617
2023,62,46064
2023,63,48920
2023,64,50859
2023,65,53608
2023,66,56358
2023,67,57604
2023,68,59664
2023,69,61762
2023,70,62856
2023,71,65466
2023,72,67214
2023,73,69426
2023,74,73722
2023,75,78591
2023,76,85867
2023,77,71981
2023,78,73534
2023,79,79818
2023,80,86666
2023,81,81986
2023,82,80299
2023,83,79183
2023,84,80263
2023,85,81382
2023,86,79090
2023,87,78548
2023,88,78107
2023,89,72792
2023,90,70981
2023,91,68189
2023,92,64033
2023,93,58305
2023,94,50526
2023,95,43838
2023,96,36506
2023,97,29372
2023,98,22845
2023,99,16803
2023,100,33687
2023,NA,80
2024,0,20050
2024,1,1461
2024,2,964
2024,3,777
2024,4,641
2024,5,612
2024,6,514
2024,7,485
2024,8,460
2024,9,461
2024,10,478
2024,11,536
2024,12,627
2024,13,790
2024,14,977
2024,15,1330
2024,16,1783
2024,17,2274
2024,18,2799
2024,19,3220
2024,20,3342
2024,21,3558
2024,22,3813
2024,23,3942
2024,24,3892
2024,25,4185
2024,26,4515
2024,27,4596
2024,28,4888
2024,29,5347
2024,30,5868
2024,31,6383
2024,32,6766
2024,33,7375
2024,34,7904
2024,35,8082
2024,36,8245
2024,37,8610
2024,38,8829
2024,39,9274
2024,40,9830
2024,41,10268
2024,42,10863
2024,43,11478
2024,44,11951
2024,45,12124
2024,46,12540
2024,47,12719
2024,48,12997
2024,49,13914
2024,50,15063
2024,51,16689
2024,52,18687
2024,53,21101
2024,54,21936
2024,55,23204
2024,56,24600
2024,57,26717
2024,58,29915
2024,59,33698
2024,60,37408
2024,61,40611
2024,62,43898
2024,63,47730
2024,64,50415
2024,65,52705
2024,66,55302
2024,67,58358
2024,68,59714
2024,69,61708
2024,70,64467
2024,71,66062
2024,72,68302
2024,73,69644
2024,74,72154
2024,75,77061
2024,76,82540
2024,77,89394
2024,78,75524
2024,79,77377
2024,80,82979
2024,81,90239
2024,82,84924
2024,83,81564
2024,84,81342
2024,85,81902
2024,86,81770
2024,87,79146
2024,88,78513
2024,89,75829
2024,90,70261
2024,91,67252
2024,92,62981
2024,93,57756
2024,94,50986
2024,95,43187
2024,96,36933
2024,97,29169
2024,98,22762
2024,99,16991
2024,100,34803
2024,NA,57
