age,year,dead,pop
88,2007,9915,
88,2008,10727,
88,2009,11119,
88,2010,11520,
88,2011,11205,
88,2012,11547,
88,2013,11550,
88,2014,11576,
88,2015,11839,
88,2016,11845,
88,2017,11551,
89,1999,7526,
89,2000,7773,
89,2001,7914,
89,2002,8111,
89,2003,8450,
89,2004,8177,
89,2005,8522,
89,2006,8499,
89,2007,8814,
89,2008,8732,
89,2009,9419,
89,2010,10066,
89,2011,10218,
89,2012,10277,
89,2013,10431,
89,2014,10419,
89,2015,10407,
89,2016,11072,
89,2017,10682,
90,1999,6277,
90,2000,6458,
90,2001,6586,
90,2002,6681,
90,2003,6954,
90,2004,6987,
90,2005,7199,
90,2006,7292,
90,2007,7474,
90,2008,7708,
90,2009,7606,
90,2010,8307,
90,2011,8707,
90,2012,9033,
90,2013,8855,
90,2014,9261,
90,2015,9447,
90,2016,9321,
90,2017,9563,
91,1999,5215,
91,2000,5359,
91,2001,5448,
91,2002,5475,
91,2003,5636,
91,2004,5732,
91,2005,6104,
91,2006,6134,
91,2007,6158,
91,2008,6298,
91,2009,6426,
91,2010,6598,
91,2011,7254,
91,2012,7472,
91,2013,7706,
91,2014,7883,
91,2015,8213,
91,2016,8191,
91,2017,8078,
92,1999,4361,
92,2000,4601,
92,2001,4451,
92,2002,4654,
92,2003,4700,
92,2004,4694,
92,2005,4912,
92,2006,5103,
92,2007,5036,
92,2008,5078,
92,2009,5238,
92,2010,5576,
92,2011,5712,
92,2012,5922,
92,2013,6480,
92,2014,6599,
92,2015,6717,
92,2016,6750,
92,2017,6996,
93,1999,3345,
93,2000,3463,
93,2001,3608,
93,2002,3749,
93,2003,3723,
93,2004,3708,
93,2005,3933,
93,2006,4005,
93,2007,4122,
93,2008,4186,
93,2009,4245,
93,2010,4393,
93,2011,4554,
93,2012,4570,
93,2013,5075,
93,2014,5409,
93,2015,5748,
93,2016,5595,
93,2017,5770,
94,1999,2563,
94,2000,2826,
94,2001,2708,
94,2002,2926,
94,2003,2862,
94,2004,2899,
94,2005,2873,
94,2006,3098,
94,2007,3158,
94,2008,3428,
94,2009,3348,
94,2010,3510,
94,2011,3587,
94,2012,3698,
94,2013,3677,
94,2014,4149,
94,2015,4394,
94,2016,4528,
94,2017,4627,
95,1999,2040,
95,2000,2084,
95,2001,2072,
95,2002,2126,
95,2003,2232,
95,2004,2189,
95,2005,2277,
95,2006,2300,
95,2007,2441,
95,2008,2389,
95,2009,2609,
95,2010,2749,
95,2011,2677,
95,2012,2723,
95,2013,2868,
95,2014,2971,
95,2015,3241,
95,2016,3469,
95,2017,3591,
96,1999,1503,
96,2000,1495,
96,2001,1622,
96,2002,1562,
96,2003,1562,
96,2004,1630,
96,2005,1578,
96,2006,1711,
96,2007,1771,
96,2008,1786,
96,2009,1755,
96,2010,1943,
96,2011,2036,
96,2012,2070,
96,2013,2133,
96,2014,2245,
96,2015,2368,
96,2016,2570,
96,2017,2626,
97,1999,1076,
97,2000,1131,
97,2001,1100,
97,2002,1125,
97,2003,1101,
97,2004,1157,
97,2005,1244,
97,2006,1191,
97,2007,1198,
97,2008,1307,
97,2009,1246,
97,2010,1378,
97,2011,1432,
97,2012,1486,
97,2013,1475,
97,2014,1587,
97,2015,1667,
97,2016,1664,
97,2017,1858,
98,1999,714,
98,2000,738,
98,2001,764,
98,2002,797,
98,2003,741,
98,2004,763,
98,2005,806,
98,2006,832,
98,2007,840,
98,2008,914,
98,2009,873,
98,2010,934,
98,2011,931,
98,2012,1054,
98,2013,1085,
98,2014,1108,
98,2015,1108,
98,2016,1221,
98,2017,1269,
99,1999,496,
99,2000,519,
99,2001,477,
99,2002,528,
99,2003,528,
99,2004,498,
99,2005,526,
99,2006,578,
99,2007,539,
99,2008,521,
99,2009,620,
99,2010,644,
99,2011,672,
99,2012,700,
99,2013,672,
99,2014,726,
99,2015,747,
99,2016,723,
99,2017,851,
100,1999,828,
100,2000,804,
100,2001,776,
100,2002,822,
100,2003,810,
100,2004,839,
100,2005,810,
100,2006,834,
100,2007,886,
100,2008,930,
100,2009,885,
100,2010,978,
100,2011,968,
100,2012,1048,
100,2013,1034,
100,2014,1131,
100,2015,1210,
100,2016,1280,
100,2017,1289,
0,2018,92,3848208
1,2018,73,3912900
2,2018,93,3991437
3,2018,97,4036562
4,2018,102,4021168
5,2018,73,4010118
6,2018,83,4015259
7,2018,90,4059363
8,2018,78,4055624
9,2018,88,4055278
10,2018,85,4184077
11,2018,80,4203007
12,2018,94,4168485
13,2018,111,4156887
14,2018,110,4167071
15,2018,135,4141218
16,2018,119,4130744
17,2018,143,4241936
18,2018,143,4319722
19,2018,121,4263601
20,2018,131,4273822
21,2018,141,4292514
22,2018,162,4334743
23,2018,155,4438724
24,2018,202,4533776
25,2018,178,4606281
26,2018,256,4728714
27,2018,264,4813980
28,2018,320,4801711
29,2018,327,4611070
30,2018,414,4501282
31,2018,388,4421549
32,2018,503,4433749
33,2018,557,4461246
34,2018,600,4318192
35,2018,695,4376401
36,2018,748,4366923
37,2018,819,4313086
38,2018,926,4391406
39,2018,1044,4115771
40,2018,1030,4031314
41,2018,1186,3986156
42,2018,1279,3866067
43,2018,1479,3979609
44,2018,1647,3851155
45,2018,1938,3904041
46,2018,2228,4074459
47,2018,2643,4301318
48,2018,2997,4349714
49,2018,3319,4117603
50,2018,3603,4026474
51,2018,4083,4025069
52,2018,4709,4094079
53,2018,5585,4333375
54,2018,6733,4405567
55,2018,7545,4393983
56,2018,8437,4377130
57,2018,9584,4422810
58,2018,10360,4453038
59,2018,11256,4294024
60,2018,11958,4259361
61,2018,13064,4202894
62,2018,13696,4043396
63,2018,14598,4000235
64,2018,14917,3825765
65,2018,15469,3669600
66,2018,15643,3516436
67,2018,16357,3398755
68,2018,16805,3307833
69,2018,17638,3194269
70,2018,18558,3144466
71,2018,20231,3260552
72,2018,16620,2392283
73,2018,17095,2344633
74,2018,17814,2263489
75,2018,18964,2293604
76,2018,17617,1978012
77,2018,16959,1786181
78,2018,16471,1666402
79,2018,16549,1542867
80,2018,16529,1451583
81,2018,15759,1311488
82,2018,15535,1224165
83,2018,15101,1143669
84,2018,14059,996403
85,2018,13591,
86,2018,13221,
87,2018,12647,
88,2018,11613,
89,2018,10587,
90,2018,9577,
91,2018,8160,
92,2018,6832,
93,2018,5768,
94,2018,4522,
95,2018,3650,
96,2018,2736,
97,2018,1981,
98,2018,1385,
99,2018,813,
100,2018,1335,
0,2019,97,3783052
1,2019,87,3829599
2,2019,77,3922044
3,2019,80,3998665
4,2019,90,4043323
5,2019,94,4028281
6,2019,82,4017227
7,2019,81,4022319
8,2019,81,4066194
9,2019,64,4061874
10,2019,83,4060940
11,2019,85,4189261
12,2019,93,4208387
13,2019,76,4175221
14,2019,102,4164459
15,2019,119,4175459
16,2019,92,4150420
17,2019,123,4142425
18,2019,153,4255827
19,2019,130,4330439
20,2019,157,4269683
21,2019,143,4278323
22,2019,160,4298772
23,2019,176,4341644
24,2019,201,4444518
25,2019,244,4539058
26,2019,223,4611220
27,2019,274,4733869
28,2019,311,4818725
29,2019,351,4806144
30,2019,375,4614384
31,2019,390,4502311
32,2019,466,4421505
33,2019,524,4432973
34,2019,531,4460132
35,2019,661,4315866
36,2019,716,4372444
37,2019,851,4361286
38,2019,926,4305576
39,2019,1059,4382349
40,2019,1134,4105313
41,2019,1208,4020254
42,2019,1308,3974741
43,2019,1437,3854040
44,2019,1622,3967275
45,2019,1839,3837909
46,2019,2131,3889372
47,2019,2480,4058038
48,2019,2997,4282657
49,2019,3313,4329775
50,2019,3640,4096572
51,2019,4021,4004343
52,2019,4400,4001782
53,2019,5151,4068851
54,2019,6148,4305603
55,2019,7244,4374565
56,2019,7865,4361016
57,2019,8915,4342385
58,2019,9930,4385570
59,2019,10994,4413855
60,2019,11817,4252663
61,2019,13262,4215172
62,2019,13841,4156645
63,2019,14410,3996088
64,2019,14962,3950578
65,2019,15465,3774597
66,2019,16071,3618069
67,2019,16307,3464437
68,2019,16927,3345475
69,2019,17412,3252423
70,2019,18282,3136704
71,2019,18938,3083083
72,2019,20522,3191048
73,2019,17195,2334433
74,2019,17042,2283164
75,2019,18059,2198286
76,2019,19131,2222392
77,2019,17607,1911261
78,2019,16831,1720817
79,2019,16445,1599909
80,2019,16365,1475278
81,2019,15803,1381641
82,2019,15495,1241341
83,2019,15232,1151190
84,2019,14464,1067757
85,2019,13368,
86,2019,12977,
87,2019,12616,
88,2019,11606,
89,2019,10753,
90,2019,9353,
91,2019,8274,
92,2019,7111,
93,2019,5817,
94,2019,4717,
95,2019,3781,
96,2019,2722,
97,2019,2034,
98,2019,1435,
99,2019,891,
100,2019,1434,
0,2020,93,3735010
1,2020,71,3773884
2,2020,85,3853025
3,2020,87,3921526
4,2020,99,4017847
5,2020,97,4054336
6,2020,83,4040169
7,2020,86,4029753
8,2020,79,4034785
9,2020,65,4078668
10,2020,74,4074173
11,2020,83,4072994
12,2020,86,4200977
13,2020,93,4219921
14,2020,101,4186358
15,2020,105,4175920
16,2020,119,4187874
17,2020,102,4164893
18,2020,120,4159857
19,2020,132,4272385
20,2020,124,4344572
21,2020,151,4283150
22,2020,164,4293020
23,2020,175,4315220
24,2020,179,4358793
25,2020,225,4461006
26,2020,210,4555511
27,2020,241,4628618
28,2020,303,4751001
29,2020,354,4835107
30,2020,376,4821081
31,2020,407,4627340
32,2020,455,4514736
33,2020,560,4432699
34,2020,573,4442547
35,2020,629,4466747
36,2020,725,4319361
37,2020,853,4374441
38,2020,861,4362662
39,2020,1026,4305093
40,2020,1107,4378957
41,2020,1268,4100150
42,2020,1338,4014287
43,2020,1508,3967810
44,2020,1666,3846684
45,2020,1898,3957972
46,2020,2047,3826694
47,2020,2455,3876923
48,2020,2750,4043448
49,2020,3216,4265569
50,2020,3618,4310670
51,2020,3984,4076434
52,2020,4449,3983727
53,2020,4961,3979962
54,2020,5702,4044734
55,2020,6785,4277856
56,2020,7802,4343881
57,2020,8662,4327862
58,2020,9482,4306615
59,2020,10650,4346885
60,2020,11990,4372095
61,2020,12758,4208976
62,2020,13623,4168433
63,2020,14859,4106492
64,2020,15171,3944582
65,2020,15666,3897420
66,2020,16236,3720410
67,2020,16900,3562236
68,2020,17176,3407082
69,2020,17331,3286519
70,2020,18052,3192029
71,2020,18894,3074732
72,2020,19721,3017173
73,2020,21206,3117385
74,2020,17560,2274412
75,2020,17586,2219565
76,2020,18130,2130427
77,2020,19374,2147097
78,2020,17965,1839828
79,2020,17012,1649916
80,2020,16531,1526957
81,2020,16099,1400392
82,2020,15896,1303809
83,2020,14853,1163249
84,2020,14511,1070307
85,2020,13945,
86,2020,12592,
87,2020,11932,
88,2020,11307,
89,2020,10510,
90,2020,9373,
91,2020,8006,
92,2020,6916,
93,2020,5931,
94,2020,4667,
95,2020,3741,
96,2020,2756,
97,2020,2056,
98,2020,1468,
99,2020,971,
100,2020,1506,
0,2021,78,3564493
1,2021,70,3702936
2,2021,88,3767428
3,2021,80,3856743
4,2021,81,3935738
5,2021,78,4040153
6,2021,76,4076629
7,2021,80,4064596
8,2021,67,4051555
9,2021,70,4058615
10,2021,83,4103489
11,2021,81,4189406
12,2021,95,4279315
13,2021,125,4442581
14,2021,95,4432993
15,2021,107,4355926
16,2021,125,4310462
17,2021,139,4333375
18,2021,131,4292780
19,2021,133,4272123
20,2021,137,4346679
21,2021,161,4347378
22,2021,163,4278923
23,2021,152,4271130
24,2021,158,4279887
25,2021,202,4309146
26,2021,241,4387353
27,2021,273,4481186
28,2021,271,4554775
29,2021,332,4660017
30,2021,384,4730811
31,2021,431,4745375
32,2021,474,4612291
33,2021,543,4531756
34,2021,590,4482395
35,2021,666,4492867
36,2021,742,4490254
37,2021,791,4397037
38,2021,916,4463130
39,2021,1088,4456030
40,2021,1197,4391796
41,2021,1352,4372860
42,2021,1489,4193750
43,2021,1564,4099002
44,2021,1629,4047128
45,2021,1863,3908305
46,2021,2094,3951786
47,2021,2295,3875209
48,2021,2664,3927492
49,2021,3075,4118718
50,2021,3671,4366085
51,2021,3998,4297812
52,2021,4406,4136193
53,2021,4773,4046823
54,2021,5275,4060013
55,2021,6304,4119517
56,2021,7320,4280217
57,2021,8245,4383354
58,2021,9148,4384908
59,2021,10528,4399318
60,2021,11396,4391144
61,2021,12760,4312796
62,2021,13536,4228770
63,2021,14441,4190193
64,2021,15785,4112847
65,2021,15879,3928157
66,2021,16542,3834444
67,2021,17044,3695234
68,2021,17233,3537207
69,2021,17959,3399278
70,2021,18060,3229649
71,2021,18558,3076389
72,2021,19236,2988058
73,2021,20229,2917030
74,2021,21844,3060676
75,2021,17928,2157557
76,2021,17395,2060045
77,2021,18259,1992972
78,2021,19641,1997941
79,2021,17959,1696254
80,2021,17094,1507612
81,2021,16169,1366271
82,2021,15670,1254351
83,2021,15385,1156487
84,2021,14429,1016585
85,2021,13988,
86,2021,13071,
87,2021,12015,
88,2021,11154,
89,2021,10115,
90,2021,9130,
91,2021,8108,
92,2021,6701,
93,2021,5954,
94,2021,4732,
95,2021,3783,
96,2021,2769,
97,2021,2104,
98,2021,1421,
99,2021,962,
100,2021,1518,
0,2022,72,3683113
1,2022,71,3588817
2,2022,74,3693362
3,2022,87,3742836
4,2022,71,3830225
5,2022,95,3907298
6,2022,87,4008898
7,2022,78,4043729
8,2022,74,4031341
9,2022,75,4017929
10,2022,74,4024547
11,2022,89,4068564
12,2022,88,4152811
13,2022,107,4240884
14,2022,119,4403033
15,2022,139,4396566
16,2022,112,4325808
17,2022,116,4291066
18,2022,155,4326642
19,2022,150,4295710
20,2022,132,4438006
21,2022,156,4723644
22,2022,151,4663473
23,2022,201,4483807
24,2022,183,4396849
25,2022,232,4346308
26,2022,209,4351553
27,2022,253,4419629
28,2022,273,4503844
29,2022,350,4571830
30,2022,370,4672812
31,2022,393,4739263
32,2022,495,4751526
33,2022,568,4614523
34,2022,604,4530012
35,2022,649,4476550
36,2022,759,4483170
37,2022,890,4478749
38,2022,914,4383099
39,2022,1086,4446381
40,2022,1187,4438786
41,2022,1260,4375219
42,2022,1430,4356125
43,2022,1547,4175926
44,2022,1711,4081360
45,2022,1881,4029138
46,2022,2008,3891868
47,2022,2351,3935451
48,2022,2569,3859402
49,2022,2895,3908239
50,2022,3511,4094089
51,2022,4124,4334593
52,2022,4479,4265282
53,2022,4748,4102135
54,2022,5300,4011448
55,2022,5996,4021403
56,2022,6726,4075771
57,2022,7892,4228510
58,2022,8988,4322714
59,2022,10066,4318616
60,2022,11223,4327473
61,2022,12280,4313536
62,2022,13401,4231279
63,2022,14520,4144198
64,2022,15478,4101937
65,2022,16282,4020640
66,2022,16754,3833262
67,2022,17172,3737326
68,2022,17610,3598472
69,2022,18219,3441722
70,2022,18335,3305273
71,2022,18793,3141497
72,2022,18768,2988811
73,2022,19762,2898395
74,2022,20541,2823041
75,2022,22136,2959404
76,2022,17915,2083434
77,2022,17931,1986144
78,2022,18702,1915774
79,2022,19444,1916244
80,2022,17657,1623833
81,2022,16720,1441506
82,2022,15892,1303339
83,2022,15394,1193273
84,2022,14998,1097594
85,2022,14034,
86,2022,13060,
87,2022,12143,
88,2022,10883,
89,2022,10067,
90,2022,9073,
91,2022,7826,
92,2022,7115,
93,2022,5756,
94,2022,4686,
95,2022,3664,
96,2022,2809,
97,2022,1977,
98,2022,1475,
99,2022,928,
100,2022,1507,
0,2023,76,3648654
1,2023,59,3694222
2,2023,89,3611883
3,2023,77,3747807
4,2023,83,3808594
5,2023,88,3896077
6,2023,76,3972997
7,2023,70,4075558
8,2023,98,4110498
9,2023,77,4097627
10,2023,81,4083444
11,2023,88,4089809
12,2023,107,4134024
13,2023,108,4219014
14,2023,101,4308273
15,2023,140,4472392
16,2023,142,4465940
17,2023,138,4395048
18,2023,132,4357485
19,2023,141,4384615
20,2023,141,4343892
21,2023,164,4322656
22,2023,186,4402354
23,2023,174,4405241
24,2023,173,4337029
25,2023,180,4330095
26,2023,217,4340084
27,2023,217,4368541
28,2023,269,4443648
29,2023,338,4535992
30,2023,371,4606983
31,2023,438,4708628
32,2023,469,4775545
33,2023,531,4785137
34,2023,585,4647863
35,2023,649,4562605
36,2023,722,4508995
37,2023,854,4515300
38,2023,900,4508193
39,2023,976,4411551
40,2023,1226,4472605
41,2023,1323,4460551
42,2023,1472,4392613
43,2023,1585,4369992
44,2023,1815,4188288
45,2023,1955,4091524
46,2023,2090,4037052
47,2023,2286,3896481
48,2023,2564,3934951
49,2023,2858,3857002
50,2023,3229,3904908
51,2023,3765,4089839
52,2023,4412,4329946
53,2023,4944,4257592
54,2023,5257,4094486
55,2023,5751,4002437
56,2023,6506,4011474
57,2023,7436,4065310
58,2023,8434,4216422
59,2023,9645,4310614
60,2023,10822,4305792
61,2023,11977,4312974
62,2023,13176,4296811
63,2023,14324,4210811
64,2023,15077,4121766
65,2023,16103,4076998
66,2023,17094,3993009
67,2023,17361,3807066
68,2023,17935,3708627
69,2023,18436,3565028
70,2023,18576,3404652
71,2023,19111,3263824
72,2023,19451,3094183
73,2023,19484,2934599
74,2023,20500,2837298
75,2023,21271,2754372
76,2023,22379,2878060
77,2023,18336,2013416
78,2023,18084,1909705
79,2023,18654,1831864
80,2023,19733,1820383
81,2023,17422,1529152
82,2023,16557,1343429
83,2023,15567,1201444
84,2023,15119,1086272
85,2023,14525,
86,2023,12905,
87,2023,12137,
88,2023,11312,
89,2023,9985,
90,2023,8940,
91,2023,7897,
92,2023,7014,
93,2023,5874,
94,2023,4703,
95,2023,3675,
96,2023,2760,
97,2023,2096,
98,2023,1445,
99,2023,985,
100,2023,1608,
0,2024,71,3648654
1,2024,67,3694222
2,2024,70,3611883
3,2024,82,3747807
4,2024,93,3808594
5,2024,104,3896077
6,2024,83,3972997
7,2024,84,4075558
8,2024,78,4110498
9,2024,76,4097627
10,2024,92,4083444
11,2024,85,4089809
12,2024,97,4134024
13,2024,91,4219014
14,2024,100,4308273
15,2024,128,4472392
16,2024,133,4465940
17,2024,153,4395048
18,2024,121,4357485
19,2024,138,4384615
20,2024,163,4343892
21,2024,158,4322656
22,2024,164,4402354
23,2024,182,4405241
24,2024,162,4337029
25,2024,215,4330095
26,2024,236,4340084
27,2024,243,4368541
28,2024,284,4443648
29,2024,304,4535992
30,2024,348,4606983
31,2024,449,4708628
32,2024,488,4775545
33,2024,591,4785137
34,2024,617,4647863
35,2024,665,4562605
36,2024,783,4508995
37,2024,929,4515300
38,2024,885,4508193
39,2024,1070,4411551
40,2024,1241,4472605
41,2024,1308,4460551
42,2024,1480,4392613
43,2024,1630,4369992
44,2024,1846,4188288
45,2024,1969,4091524
46,2024,2204,4037052
47,2024,2364,3896481
48,2024,2515,3934951
49,2024,2844,3857002
50,2024,3141,3904908
51,2024,3721,4089839
52,2024,4052,4329946
53,2024,4857,4257592
54,2024,5284,4094486
55,2024,5642,4002437
56,2024,6302,4011474
57,2024,6838,4065310
58,2024,8081,4216422
59,2024,9289,4310614
60,2024,10310,4305792
61,2024,11650,4312974
62,2024,12771,4296811
63,2024,14002,4210811
64,2024,15070,4121766
65,2024,15911,4076998
66,2024,16870,3993009
67,2024,17629,3807066
68,2024,18068,3708627
69,2024,18626,3565028
70,2024,19101,3404652
71,2024,19232,3263824
72,2024,19747,3094183
73,2024,19699,2934599
74,2024,19800,2837298
75,2024,20892,2754372
76,2024,21574,2878060
77,2024,22648,2013416
78,2024,18523,1909705
79,2024,18127,1831864
80,2024,18614,1820383
81,2024,19619,1529152
82,2024,17544,1343429
83,2024,16194,1201444
84,2024,15291,1086272
85,2024,14582,
86,2024,13743,
87,2024,12823,
88,2024,11792,
89,2024,10489,
90,2024,9027,
91,2024,7994,
92,2024,6937,
93,2024,5938,
94,2024,4730,
95,2024,3730,
96,2024,2975,
97,2024,2092,
98,2024,1484,
99,2024,1070,
100,2024,1692,
